Customer - Street,Customer - city,Customer - ZIP,Customer - Name,Customer - Last name,Customer - Phone Number,Customer - Email,Customer - ID,Transaction - Date,Transaction - Product,Transaction - Category,Transaction - value
ul. Salwatorska 61,Kraków,30-117,Kazimierz,Grabowski,69 883 98 11,KazimierzGrabowski@rhyta.com,66565660199,18/08/17,7PAPGX,Hat,263
ul. Nowickiego Mariana 37,Warszawa,02-112,Michał,Czarnecki,67 358 72 77,MichalCzarnecki@teleworm.us,83703675299,09/05/17,TFQ7X6,Sunglasses,108
ul. Generała Kazimierza Pułaskiego 39,Suwałki,16-400,Felicyta,Chmielewska,88 882 02 49,FelicytaChmielewska@rhyta.com,23337270699,28/03/17,VLU0BP,Highheels,182
ul. Rewolucji 1905 r. 123,Łódź,90-222,Eustachy,Borkowski,69 873 46 77,EustachyBorkowski@dayrep.com,34958093599,15/05/18,YREH6Q,Hat,165
ul. Sosnowa 142,Koszalin,75-683,Nikifor,Szczepański,53 902 44 45,NikiforSzczepanski@superrito.com,1586009399,18/10/18,ZQLNFA,Hoodies,84
ul. Piwna 67,Racibórz,47-400,Wawrzyniec,Grabowski,60 731 65 28,WawrzyniecGrabowski@teleworm.us,5657652899,17/07/18,Y5NCJE,Skirt,270
ul. Tylna 33,Zielona Góra,65-413,Anastazja,Pawłowska,72 897 53 50,AnastazjaPawlowska@teleworm.us,27867243499,27/05/19,W2R058,Boots,342
ul. Bałtycka 134,Olsztyn,10-136,Wiga,Kowalczyk,53 394 11 59,WigaKowalczyk@superrito.com,367892399,29/01/18,YY3I7O,Shoes,186
ul. Talarowa 91,Warszawa,03-130,Miłogost,Duda,72 739 97 45,MilogostDuda@rhyta.com,71561971499,03/09/17,W145MW,T-shirt,338
ul. Generała Sowińskiego Józefa 127,Łódź,91-485,Adelajda,Kamińska,51 333 92 79,AdelajdaKaminska@rhyta.com,21685457599,17/07/19,T6IKV1,T-shirt,206
ul. Szczepankowo 103,Poznań,61-310,Henio,Tomaszewski,78 244 10 26,HenioTomaszewski@teleworm.us,2739409699,21/03/19,92VCKB,Hoodies,215
ul. Zakładowa 142,Lublin,20-820,Drugi,Woźniak,69 476 94 63,DrugiWozniak@einrot.com,99612070699,02/02/19,H3S0OP,Jacket,154
ul. Santocka 1,Szczecin,71-083,Ferdynand,Dąbrowski,66 429 71 02,FerdynandDabrowski@gustr.com,21865293599,29/09/17,DMWNRA,Boots,131
ul. Pagi Lesława 52,Lublin,20-043,Amadei,Borkowski,53 137 74 85,AmadeiBorkowski@fleckens.hu,98309681599,03/07/17,RWM4XW,T-shirt,156
ul. Okopowa 47,Lublin,20-022,Weronika,Sobczak,66 159 89 62,WeronikaSobczak@teleworm.us,57738133599,26/01/19,RNAYBG,T-shirt,252
ul. Zabrzańska 64,Bytom,41-905,Ferdynand,Maciejewski,60 935 91 77,FerdynandMaciejewski@jourrapide.com,93415084099,26/03/18,3S32FP,Boots,66
ul. Techników 8,Katowice,40-326,Makary,Zawadzki,51 918 42 50,MakaryZawadzki@cuvox.de,60356295499,22/02/19,5NZLFF,Gloves,173
ul. Piłsudskiego 131,Świeradów-Zdrój,59-850,Wiktor,Zawadzki,69 600 87 91,WiktorZawadzki@rhyta.com,78471364599,18/01/17,6Q8N3D,Highheels,256
ul. Za Torem 101,Kielce,25-807,Jarosław,Jaworski,79 155 89 61,JaroslawJaworski@einrot.com,12421136499,28/12/19,CCEF12,Shoes,119
ul. Puławska 24,Warszawa,02-566,Łucja,Walczak,60 420 18 02,LucjaWalczak@cuvox.de,46461579099,28/12/18,65ZL5E,Gloves,55
ul. Kraśnicka 99,Warszawa,03-579,Gabrysia,Wieczorek,51 693 62 56,GabrysiaWieczorek@armyspy.com,78880074799,02/04/19,YIUMPZ,Highheels,204
ul. Astrów 142,Będzin,42-500,Przemko,Kowalski,72 806 20 82,PrzemkoKowalski@einrot.com,33247478799,17/05/17,DU1VY1,T-shirt,147
ul. Murzynowskiego Stanisława 62,Olsztyn,10-684,Jarogniew,Rutkowski,51 160 64 99,JarogniewRutkowski@rhyta.com,85968841799,20/03/18,KD8H9E,Jeans,342
ul. Przydrożna 53,Warszawa,03-253,Kaja,Pawłowska,79 603 90 87,KajaPawlowska@gustr.com,21347118999,23/02/19,3LVJCT,Dress,245
ul. Chopina 77,Oława,55-203,Stanisław,Kucharski,72 465 46 68,StanislawKucharski@einrot.com,80270636099,04/06/17,8RVUTE,T-shirt,39
ul. Jargonia Macieja 42,Katowice,40-748,Felicja,Jaworska,60 340 83 82,FelicjaJaworska@dayrep.com,84935477499,05/11/17,FGVIHN,Shirt,328
ul. Krzesanego 15,Warszawa,02-856,Katarzyna,Dąbrowski,78 658 69 71,KatarzynaDabrowski@einrot.com,49295169499,29/11/19,87OM5C,Scarf,93
ul. Maszewska 56,Poznań,60-432,Świętomierz,Jaworski,66 834 70 10,SwietomierzJaworski@rhyta.com,69250351499,13/07/19,W62NRW,T-shirt,194
ul. Cienista 135,Rybnik,44-270,Kasia,Wysocka,69 214 28 73,KasiaWysocka@superrito.com,39273048599,09/07/17,FP188H,T-shirt,348
ul. Franciszkańska 120,Łódź,91-431,Błažej,Pawłowski,60 343 33 61,BlazejPawlowski@jourrapide.com,93769343199,24/01/17,WEC1FS,T-shirt,168
ul. Łanowa 88,Opole,45-238,Izolda,Grabowska,53 371 71 77,IzoldaGrabowska@einrot.com,82913971599,08/12/17,NGK7QU,Jeans,85
ul. Długosza Jana 72,Sosnowiec,41-219,Teofil,Wiśniewski,78 991 69 51,TeofilWisniewski@cuvox.de,18320225599,26/02/17,N26POH,Swimsuit,56
ul. Podłużna 105,Warszawa,03-290,Konstancja,Kucharska,72 691 73 76,KonstancjaKucharska@superrito.com,57559683999,05/11/18,XWP53Y,Gloves,213
ul. Kacza 122,Gdańsk,80-743,Elżbieta,Woźniak,66 273 18 31,ElzbietaWozniak@cuvox.de,37435151599,09/07/17,EHAG7J,Jeans,157
ul. Okulickiego 33,Iława,14-202,Eliasz,Zając,79 108 53 35,EliaszZajac@dayrep.com,68707645799,04/05/19,B0B0V8,Boots,216
ul. Bolesława Krzywoustego 22,Warszawa,02-496,Bożena,Kucharska,72 121 48 78,BozenaKucharska@cuvox.de,42680548099,05/04/19,H206Y4,Highheels,143
ul. Gadomskiego Jana 77,Łódź,91-522,Bronisława,Dąbrowski,67 944 16 11,BronislawaDabrowski@armyspy.com,38932618299,11/02/19,3WFFA6,Bra,171
Pl. Profesora Jana Szyrockiego 107,Szczecin,71-011,Przemysł,Nowicki,66 218 66 60,PrzemyslNowicki@jourrapide.com,59568206199,09/08/17,QZOTNJ,Shoes,62
ul. Zakole 68,Bydgoszcz,85-891,Narcyz,Dąbrowski,60 889 19 26,NarcyzDabrowski@superrito.com,47884237599,18/11/19,BYKZ0N,T-shirt,261
ul. Jagiellońska 34,Szczecin,70-364,Izolda,Kucharska,72 739 45 56,IzoldaKucharska@einrot.com,65389310899,02/09/17,EIA0BC,Sweater,124
ul. Arciszewskiego Krzysztofa 128,Poznań,60-268,Lubomierz,Gorski,88 991 53 14,LubomierzGorski@fleckens.hu,63988979299,15/04/17,3M55ZM,Jacket,162
ul. Grecka 114,Koszalin,75-430,Lidia,Szczepańska,69 932 00 63,LidiaSzczepanska@superrito.com,33859105999,23/11/18,9ZTBGU,T-shirt,190
ul. Kwietniowa 129,Rzeszów,35-303,Kinga,Piotrowska,78 106 52 41,KingaPiotrowska@dayrep.com,57559343499,18/09/18,AOU4OZ,Sunglasses,147
ul. Kościuszki 76,Poznań,61-890,Alicja,Woźniak,53 431 93 08,AlicjaWozniak@cuvox.de,4773070399,07/10/18,AOU4OZ,Sunglasses,147
ul. Czerniakowska 127,Warszawa,00-717,Frydryk,Olszewski,60 504 90 44,FrydrykOlszewski@gustr.com,16799100699,11/03/17,6SIVXO,Dress,274
ul. Postępowa 106,Wrocław,54-618,Dorofiej,Woźniak,51 100 18 00,DorofiejWozniak@dayrep.com,37950183299,21/04/19,PXHTXY,Longcoat,183
ul. Cieszyńska 52,Jaworze,43-384,Marzena,Nowicka,60 774 75 35,MarzenaNowicka@superrito.com,99335594899,17/12/17,NUCXRO,Shoes,142
ul. Szklana 3,Warszawa,03-790,Seweryna,Grabowska,69 627 04 75,SewerynaGrabowska@dayrep.com,96672267699,06/01/17,HUD1MR,Dress,333
ul. Letnia 21,Bydgoszcz,85-365,Hanna,Kucharska,51 430 86 23,HannaKucharska@superrito.com,9624742999,29/03/18,6PY52D,Jacket,336
ul. Krótka 104,Kędzierzyn-Koźle,47-220,Lucyna,Sobczak,51 557 89 22,LucynaSobczak@fleckens.hu,62675239699,24/08/19,N4974G,Jeans,65
ul. Rogalińska 90,Gdańsk,80-809,Julianna,Jaworska,60 234 10 79,JuliannaJaworska@fleckens.hu,90908193499,09/06/19,CCARW1,Jacket,245
ul. Czajkowskiego Piotra 125,Zabrze,41-807,Bogusław,Jabłoński,88 737 88 22,BoguslawJablonski@cuvox.de,Customer - ID,Transaction - Date,Transaction - Product,Transaction - Category,Transaction - value
ul. Hozjusza Stanisława 84,Warszawa,01-565,Dobrosława,Wojciechowska,79 601 75 92,DobroslawaWojciechowska@teleworm.us,61828654399,01/08/17,E9XNDI,T-shirt,242
ul. Łososiowa 121,Warszawa,00-705,Agnieszka,Kowalczyk,60 640 05 71,AgnieszkaKowalczyk@dayrep.com,39364520499,30/10/19,4H4VJ2,Jacket,346
Al. Grunwaldzka 104,Gdańsk,80-309,Cecylia,Zawadzka,78 331 50 33,CecyliaZawadzka@jourrapide.com,70842093999,06/03/19,W0URMQ,Jeans,332
ul. Małopolska 122,Opole,45-301,Stefcia,Tomaszewska,69 300 71 29,StefciaTomaszewska@rhyta.com,49481057699,27/01/19,E9XNDI,T-shirt,242
ul. Szymanowskiego Karola 97,Kraków,30-047,Maksym,Dudek,69 293 49 20,MaksymDudek@armyspy.com,22614388399,07/06/18,KGT062,Leatherjackets,124
ul. Piechoty Wybranieckiej 85,Warszawa,02-496,Malina,Kamińska,72 884 44 41,MalinaKaminska@cuvox.de,15680698099,14/12/19,JM99DI,Poloshirt,46
ul. Królewny Śnieżki 55,Zielona Góra,65-012,Wisław,Zając,72 627 58 91,WislawZajac@cuvox.de,82203345399,18/06/18,533N6N,Shoes,104
ul. Wczasowa 109,Poznań,61-066,Fryderyka,Szczepańska,78 761 24 32,FryderykaSzczepanska@jourrapide.com,43861767699,16/01/17,O5CT2M,Highheels,115
ul. Jana Michonia 53,Gdańsk,80-180,Eustachy,Kozłowski,51 856 89 58,EustachyKozlowski@rhyta.com,62347420599,23/03/19,W30HX8,Dress,249
ul. Bluszczowa 89,Bytom,41-923,Tymon,Jabłoński,51 956 65 16,TymonJablonski@dayrep.com,58483258999,18/03/18,52P3TI,Jeans,278
ul. Partzantów 94,Będzin,42-500,Basia,Zając,69 997 45 07,BasiaZajac@superrito.com,73467162399,03/01/17,SWKTC4,Sweater,269
ul. Calineczki 59,Szczecin,71-799,Maryla,Tomaszewska,51 770 21 68,MarylaTomaszewska@dayrep.com,57736729299,17/01/17,MMMXA0,Highheels,85
Pl. Światowida 63,Warszawa,03-144,Ruta,Maciejewska,67 785 82 74,RutaMaciejewska@fleckens.hu,92226698999,27/05/17,1VB35E,Shoes,334
ul. Bociania 116,Zielona Góra,65-505,Luiza,Szczepańska,79 424 08 11,LuizaSzczepanska@rhyta.com,96508092199,03/06/18,4C4DYL,T-shirt,138
ul. Częstochowska 56,Bydgoszcz,85-853,Wisława,Kamińska,66 167 30 64,WislawaKaminska@rhyta.com,84644664999,11/08/18,YUPRWQ,Bra,117
ul. Koszykowa 148,Warszawa,00-562,Mieszko,Wysocki,69 887 79 09,MieszkoWysocki@armyspy.com,95539154699,11/11/17,DFO66Q,Boots,179
ul. Olszanka 130,Olszanka,49-332,Czesław,Czarnecki,60 698 36 94,CzeslawCzarnecki@superrito.com,34436213399,12/07/19,1JPHEQ,Hat,83
ul. Palmowa 7,Łódź,91-478,Maryla,Czerwinska,60 465 42 41,MarylaCzerwinska@rhyta.com,53775095799,25/05/18,98TSJ9,Shoes,257
ul. Przepiórcza 54,Lublin,20-382,Celestyn,Wojciechowski,72 473 56 33,CelestynWojciechowski@rhyta.com,66908126699,07/12/19,WCKDG0,Shoes,270
ul. Kościelna 76,Wrocław,52-314,Dawid,Olszewski,60 676 15 07,DawidOlszewski@armyspy.com,31475247699,09/01/19,YREH6Q,Hat,165
ul. Kolejowa 125,Płock,09-401,Konstancja,Borkowska,69 128 57 85,KonstancjaBorkowska@gustr.com,17222671999,09/10/17,GVEAE8,Dress,176
ul. Kilińskiego Jana 1,Łódź,90-316,Wisław,Kamiński,66 554 68 38,WislawKaminski@dayrep.com,47582571999,30/12/19,5LCFK5,Shoes,325
ul. Komuny Paryskiej 150,Wrocław,50-452,Aleš,Król,67 593 50 79,AlesKrol@superrito.com,23765684499,21/06/19,85TNG7,Sunglasses,133
ul. Dworcowa 94,Żywiec,34-310,Walentyna,Pawlak,51 706 20 79,WalentynaPawlak@dayrep.com,57309996899,08/11/19,M75W38,Coat,128
ul. Wygodna 121,Wrocław,50-323,Michał,Kwiatkowski,60 582 96 70,MichalKwiatkowski@superrito.com,20914305699,04/01/18,FKHS91,Dress,78
ul. Kostrzyńska 86,Wrocław,52-320,Bronisława,Walczak,88 371 06 70,BronislawaWalczak@fleckens.hu,14626820199,24/02/17,5NZLFF,Gloves,173
ul. Letnia 133,Dąbrowa Górnicza,41-300,Idzi,Czerwinski,88 992 43 46,IdziCzerwinski@fleckens.hu,6272338699,18/06/18,DXNUCB,Bra,243
ul. Wróblewskiego Walerego 27,Warszawa,02-978,Celestyna,Gorska,53 485 26 76,CelestynaGorska@jourrapide.com,818654699,09/11/17,6Q8N3D,Highheels,256
ul. Gliniana 68,Radom,26-610,Bronisława,Chmielewska,67 290 51 20,BronislawaChmielewska@superrito.com,88297590899,22/06/18,899N3F,Poloshirt,222
ul. Mickiewicza 17,Starachowice,27-202,Honorata,Ostrowska,53 767 78 33,HonorataOstrowska@einrot.com,22795037399,03/02/19,MB7SHL,T-shirt,226
ul. Kanadyjska 31,Warszawa,03-957,Angelika,Sobczak,51 795 12 17,AngelikaSobczak@teleworm.us,55518895899,25/06/17,0G12T3,T-shirt,116
ul. Juhasów 102,Bydgoszcz,85-794,Zygmunt,Kalinowski,66 731 44 80,ZygmuntKalinowski@cuvox.de,7254549099,06/07/17,XC6OT9,Jacket,64
ul. Gazowa 35,Kędzierzyn-Koźle,47-200,Konstantyn,Majewski,72 561 68 43,KonstantynMajewski@gustr.com,11392385599,25/01/19,SQXP2G,Hoodies,192
ul. Królowej Jadwigi 14,Ruda Śląska,41-712,Cecylia,Michalska,60 247 61 50,CecyliaMichalska@dayrep.com,63980243099,27/03/17,4OFRST,Sunglasses,240
ul. Jarochowskiego Kazimierza 21,Poznań,60-239,Mateusz,Chmielewski,79 502 14 39,MateuszChmielewski@cuvox.de,11860022199,17/09/17,LPSQPD,Scarf,242
ul. Czecha Bronisława 51,Bielsko-Biała,43-300,Grażyna,Tomaszewska,79 663 10 98,GrazynaTomaszewska@dayrep.com,49978695599,09/08/18,RU5YUD,Sweater,311
ul. Bagatela 88,Kraków,30-243,Gabrjel,Woźniak,60 532 87 57,GabrjelWozniak@armyspy.com,45678415899,24/12/17,UOIFB0,T-shirt,253
ul. Tołstoja Lwa 123,Warszawa,01-910,Sławomira,Nowakowska,72 602 46 59,SlawomiraNowakowska@gustr.com,66534553699,07/06/19,N2FP12,Dress,258
ul. Rozłączona 141,Warszawa,03-147,Przemysł,Michalski,79 844 93 43,PrzemyslMichalski@fleckens.hu,10997941499,11/01/19,CO1LV9,T-shirt,237
ul. Na Uboczu 129,Warszawa,02-791,Bolesława,Jabłońska,51 563 94 66,BoleslawaJablonska@fleckens.hu,81843602299,26/03/18,Q47DLB,Coat,214
ul. Chemików 79,Gdańsk,80-550,Mirosław,Pawłowski,88 943 47 42,MiroslawPawlowski@dayrep.com,86864664199,10/08/18,H5H5T8,Dress,281
ul. Zawadzkiego Tadeusza Zośki 1,Zielona Góra,65-530,Makary,Nowakowski,51 745 71 04,MakaryNowakowski@armyspy.com,26238377899,25/06/17,CNZ8IQ,T-shirt,122
ul. Główna 149,Radom,26-610,Dobrogost,Woźniak,66 501 06 35,DobrogostWozniak@einrot.com,62595603799,06/07/19,NQNB86,Dress,300
ul. Okularowa 115,Warszawa,04-240,Felicja,Symanska,88 428 23 00,FelicjaSymanska@cuvox.de,30202451299,05/11/17,CXKRAW,Sunglasses,343
ul. Wileńska 133,Szczecin,71-033,Karolina,Nowak,51 463 83 12,KarolinaNowak@jourrapide.com,50451914199,28/01/19,BEFCRO,Jacket,44
ul. Darłowska 53,Koszalin,75-313,Wojciecha,Borkowska,72 972 40 77,WojciechaBorkowska@cuvox.de,87361933699,10/09/19,P2MTBX,Hoodies,330
ul. Popas 8,Warszawa,02-196,Celestyn,Wiśniewski,78 272 90 26,CelestynWisniewski@jourrapide.com,27844381199,02/08/18,SH3XQ9,Sweater,165
ul. Jutrzenki 119,Szczecin,70-877,Franciszka,Borkowska,67 102 85 69,FranciszkaBorkowska@cuvox.de,94878692299,19/09/19,ULMOCE,Jacket,161
ul. Łostowicka 34,Gdańsk,80-121,Ludmiła,Kamińska,88 922 63 30,LudmilaKaminska@cuvox.de,33300725999,14/09/18,5NZLFF,Gloves,173
ul. Złotoryjska 7,Wrocław,53-614,Miłogost,Ostrowski,79 430 53 51,MilogostOstrowski@gustr.com,4729158899,05/03/18,UE8BLA,Jacket,100
ul. Saperów 29,Rzeszów,35-303,Wiola,Sobczak,60 180 81 29,WiolaSobczak@jourrapide.com,70891890499,22/01/17,951N9C,Dress,155
ul. Domanice 91,Domanice,08-113,Tytus,Dąbrowski,60 504 57 39,TytusDabrowski@einrot.com,98708368699,28/08/17,FX0FAV,T-shirt,166
ul. Kierocińskiej Teresy 77,Sosnowiec,41-209,Ela,Walczak,60 525 96 00,ElaWalczak@gustr.com,11758007699,30/12/19,QKDMA7,T-shirt,199
ul. Mierniczych 46,Kraków,31-704,Przemysł,Wojciechowski,53 561 71 62,PrzemyslWojciechowski@rhyta.com,48354329799,04/05/19,UOIFB0,T-shirt,253
ul. Zawiła 65,Kraków,30-423,Bożena,Chmielewska,88 307 08 36,BozenaChmielewska@fleckens.hu,91262986299,07/04/17,6TH4LH,Shoes,82
ul. I Armii Wojska Polskiego 66,Białystok,15-100,Bratumił,Szczepański,66 433 92 71,BratumilSzczepanski@rhyta.com,48275135299,05/07/17,3S32FP,Boots,66
ul. Klasztorna 100,Olsztyn,10-285,Dariusz,Kalinowski,66 256 13 92,DariuszKalinowski@jourrapide.com,71560287999,16/03/19,K3BCYN,Jeans,262
ul. Profesora Molla Jana 34,Łódź,94-254,Martyna,Maciejewska,51 637 12 39,MartynaMaciejewska@cuvox.de,46399609199,28/01/19,ZF4Z5S,T-shirt,80
ul. Marynarzy Polskich 111,Łódź,92-732,Joasia,Sobczak,69 645 20 74,JoasiaSobczak@einrot.com,35440045099,26/09/19,NGK7QU,Jeans,85
ul. Pocztowa 35,Wągrowiec,62-100,Lew,Pawłowski,69 629 11 93,LewPawlowski@superrito.com,23877106699,17/01/18,MIMVJJ,Sweater,254
ul. Łososiowa 29,Warszawa,00-705,Justyna,Borkowska,69 481 60 69,JustynaBorkowska@jourrapide.com,67628235199,01/12/19,UA3Y1B,T-shirt,68
ul. Profesora Bartla Wojciecha Marii 31,Kraków,30-389,Korneli,Zawadzki,69 392 77 16,KorneliZawadzki@jourrapide.com,58760275599,26/04/17,B0B0V8,Boots,216
ul. Świeradowska 109,Warszawa,02-662,Wielisław,Szczepański,88 105 06 62,WielislawSzczepanski@superrito.com,13647161199,23/09/17,SXZQCC,Poloshirt,254
ul. Ligonia Juliusza 137,Opole,45-362,Seweryna,Symanska,67 105 45 65,SewerynaSymanska@armyspy.com,1701348499,09/02/18,Y4WKHE,Dress,152
ul. Imielińska 48,Mysłowice,41-409,Gabrysz,Grabowski,88 459 11 33,GabryszGrabowski@einrot.com,21556567999,24/06/17,YIUMPZ,Highheels,204
ul. Kąkolowa 129,Warszawa,04-842,Ania,Walczak,53 333 61 28,AniaWalczak@fleckens.hu,90355335099,22/02/17,U5P3MX,T-shirt,193
ul. Skrajna 84,Warszawa,03-209,Seweryna,Symanska,53 727 44 37,SewerynaSymanska@rhyta.com,50220792099,25/10/17,AHZHET,Highheels,120
ul. Okrzei Stefana 39,Świętochłowice,41-605,Tadzio,Rutkowski,66 679 44 51,TadzioRutkowski@einrot.com,99963472899,11/07/18,9DTVW6,T-shirt,42
ul. Bystrzycka 49,Wrocław,54-129,Aniela,Piotrowska,88 892 41 01,AnielaPiotrowska@superrito.com,76959483999,16/07/19,8RVUTE,T-shirt,39
ul. Radna 46,Warszawa,00-341,Lucjan,Kucharski,60 328 41 25,LucjanKucharski@superrito.com,74986216699,04/11/18,BGU2P0,Dress,52
ul. Halicka 112,Kraków,31-036,Kajetan,Jabłoński,69 337 87 94,KajetanJablonski@dayrep.com,86724554699,03/08/17,0U2EV6,Highheels,122
ul. Jachowicza Stanisława 16,Łódź,93-177,Klimek,Piotrowski,69 708 45 24,KlimekPiotrowski@rhyta.com,95871616999,30/06/17,X2V6QY,Jacket,313
ul. Bojkowska 139,Gliwice,44-100,Krysia,Kaczmarek,79 380 37 29,KrysiaKaczmarek@superrito.com,86551518399,29/05/19,UTWT54,T-shirt,292
ul. Damrota Konstantego 77,Kędzierzyn-Koźle,47-220,Aron,Kozłowski,79 686 21 30,AronKozlowski@jourrapide.com,42302685899,15/12/17,X2V6QY,Jacket,313
ul. Młyńska 68,Katowice,40-098,Izydor,Symanski,79 780 42 25,IzydorSymanski@superrito.com,7573352999,26/12/18,Q6HIAC,Jeans,293
ul. Motorowa 120,Szczecin,70-713,Karina,Nowakowska,53 457 75 52,KarinaNowakowska@gustr.com,95943128199,28/11/18,XA167N,T-shirt,273
ul. Widuchowska 140,Szczecin,71-718,Ireneusz,Ostrowski,51 792 79 95,IreneuszOstrowski@gustr.com,21663258799,22/06/18,D1O05L,Dress,197
ul. Malchera Gerarda 39,Jastrzębie-Zdrój,44-335,Gracja,Ostrowska,53 562 74 06,GracjaOstrowska@einrot.com,30639090699,20/08/17,KEEUI5,Jacket,222
ul. Orłowskiego Aleksandra 87,Wrocław,51-637,Michalina,Pawłowska,88 462 04 30,MichalinaPawlowska@armyspy.com,23870309799,23/06/18,CXKRRN,Dress,344
ul. Modra 64,Warszawa,02-661,Ludmita,Wysocka,51 897 95 45,LudmitaWysocka@teleworm.us,91837893999,05/08/18,QGF4A7,Jacket,276
ul. Limanowskiego Bolesława 61,Szczecin,70-220,Wiga,Jasińska,88 122 24 83,WigaJasinska@armyspy.com,40334747999,12/08/17,I8HRWJ,Dress,337
ul. Bukowa 28,Wrocław,54-115,Kornelia,Zielinska,72 540 78 52,KorneliaZielinska@gustr.com,26797782599,02/09/17,2T258E,Sweater,311
ul. Obornicka 32,Wrocław,51-115,Henryka,Piotrowska,79 871 19 37,HenrykaPiotrowska@einrot.com,80283661199,21/10/19,V9QI22,Sweater,302
ul. Gwarków 80,Sosnowiec,41-208,Wisław,Nowakowski,51 724 75 57,WislawNowakowski@gustr.com,94386972099,07/05/19,B250UD,T-shirt,272
ul. Świętej Trójcy 140,Bydgoszcz,85-202,Bronisław,Kucharski,78 839 20 06,BronislawKucharski@dayrep.com,78238478499,05/01/17,6JO9EU,Sunglasses,213
ul. Arciszewskiego Tomasza 2,Kraków,30-138,Ludwika,Jaworska,72 119 14 61,LudwikaJaworska@rhyta.com,33352002799,13/11/17,32VIRK,Dress,43
ul. Plenerowa 37,Łódź,93-430,Franciszka,Symanska,69 635 11 94,FranciszkaSymanska@armyspy.com,30849788199,02/04/19,F1VQ79,Jeans,86
ul. Gajowa 134,Poznań,60-815,Augustyn,Kucharski,79 731 16 82,AugustynKucharski@gustr.com,8654875399,19/06/19,W2YWBU,Shirt,136
ul. Lipowa 43,Bydgoszcz,85-062,Witołd,Borkowski,60 438 48 07,WitoldBorkowski@cuvox.de,91659161099,06/04/17,QTLDD4,Boots,283
ul. Meliorantów 51,Poznań,60-447,Alfons,Pawlak,69 108 61 95,AlfonsPawlak@armyspy.com,89538595299,19/04/18,WEC1FS,T-shirt,168
ul. Browarna 3,Warszawa,00-338,Frydryk,Kalinowski,79 190 49 82,FrydrykKalinowski@jourrapide.com,3485753799,22/09/17,M6PY3K,Sweater,241
ul. Strumykowa 46,Bydgoszcz,85-832,Tekla,Król,66 616 46 42,TeklaKrol@einrot.com,73316916799,08/07/18,N08N70,Boots,77
ul. Gumowskiego Jana 147,Kraków,30-436,Dorota,Ostrowski,79 160 13 64,DorotaOstrowski@teleworm.us,63293956299,07/06/18,MIMVJJ,Sweater,254
ul. Fizyków 93,Gliwice,44-151,Ela,Kozłowska,69 399 79 15,ElaKozlowska@teleworm.us,79234639199,23/04/18,951N9C,Dress,155
ul. Skrzydlata 82,Poznań,61-317,Ewa,Nowakowska,51 170 73 23,EwaNowakowska@superrito.com,54821440799,30/01/19,F1VQ79,Jeans,86
ul. Kiemliczów 73,Olsztyn,11-041,Adrianna,Borkowska,60 299 50 15,AdriannaBorkowska@einrot.com,68434262899,08/11/19,N08N70,Boots,77
ul. Nowoczesna 59,Warszawa,02-835,Mieczysława,Kozłowska,69 735 94 66,MieczyslawaKozlowska@gustr.com,93234098799,13/07/18,UOIFB0,T-shirt,253
ul. Małżowa 74,Bydgoszcz,85-435,Klara,Kamińska,53 809 08 14,KlaraKaminska@gustr.com,44848527399,17/01/19,UWRKFS,Sweater,75
ul. Profesora Golachowskiego Stefana 126,Opole,45-842,Teofil,Rutkowski,53 866 43 75,TeofilRutkowski@dayrep.com,67395098999,21/05/19,87OM5C,Scarf,93
ul. Króla Wacława 144,Kraków,31-802,Wisława,Rutkowska,78 824 67 67,WislawaRutkowska@jourrapide.com,28204165599,05/08/17,HTYEOB,Dress,247
ul. 6 Sierpnia 14,Łódź,90-637,Adrianna,Wojciechowska,69 876 47 11,AdriannaWojciechowska@cuvox.de,Customer - ID,Transaction - Date,Transaction - Product,Transaction - Category,Transaction - value
ul. Kokarda 112,Warszawa,01-506,Benedykta,Grabowska,51 516 49 30,BenedyktaGrabowska@teleworm.us,1462231099,10/06/19,CO1LV9,T-shirt,237
ul. Śniadeckich 9,Poznań,60-774,Justyna,Maciejewska,53 121 23 27,JustynaMaciejewska@gustr.com,17546627799,10/03/18,L3ABU8,Skirt,277
ul. Palmowa 125,Lublin,20-226,Kornelia,Dudek,53 815 10 20,KorneliaDudek@rhyta.com,82529121499,18/04/18,8PDR70,Sunglasses,195
ul. Narewska 116,Gdańsk,80-110,Anka,Zawadzka,66 671 70 52,AnkaZawadzka@jourrapide.com,50308253599,08/09/18,EEL3BV,Highheels,204
ul. Młyńska 29,Zielona Góra,65-085,Edyta,Nowak,60 998 51 24,EdytaNowak@jourrapide.com,71751055999,22/03/17,UWRKFS,Sweater,75
ul. Łaskarza Andrzeja 147,Poznań,61-114,Nikifor,Sawicki,72 150 84 38,NikiforSawicki@einrot.com,37686485299,04/08/19,3N00LW,Skirt,104
ul. Traktorowa 44,Szczecin,70-716,Genowefa,Grabowska,60 441 25 43,GenowefaGrabowska@fleckens.hu,86372852599,22/08/18,KXNHEA,Dress,92
ul. Współczesna 43,Warszawa,03-255,Patrycja,Gorska,51 757 19 92,PatrycjaGorska@einrot.com,60998553299,06/12/18,LAIA03,Scarf,172
ul. Księdza Skargi Piotra 146,Racibórz,47-403,Hieronim,Nowicki,72 948 39 22,HieronimNowicki@rhyta.com,42976228799,25/02/18,Z7W89F,Jacket,251
